id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
517,Lorne,Hourihane,Comanche,Female,12/27/1969,1,2,2,7/2/2019,false,269637,1,4,0,"Poisoning by oth bacterial vaccines, accidental, subs",4,true,15,2,true,1,18,40,53,43350,71,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,false,29,1,false,4,0,55,81,85878,31,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,false
518,Parke,Mossom,Dominican (Dominican Republic),Male,11/2/1997,1,3,3,7/22/2020,true,103422,3,4,9,"Pathological fracture, left femur, subs for fx w delay heal",1,true,28,1,false,6,65,110,49,78622,94,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,false,26,1,false,1,62,89,72,46325,67,eu massa donec dapibus duis at velit eu est congue elementum in,true
519,Greg,Ksandra,Samoan,Male,7/20/1954,3,1,3,7/5/2019,true,225343,3,4,7,"Unsp injury of superior mesenteric artery, init encntr",1,false,9,3,true,6,110,116,2,49833,54,tristique in tempus sit amet sem fusce consequat nulla nisl nunc,false,26,4,false,2,78,51,75,48266,18,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra,true
520,Artus,Trundell,Cambodian,Male,2/16/2000,3,2,1,6/17/2019,true,28391,2,1,6,Superficial foreign body of knee,1,true,14,1,true,4,86,82,85,4160,84,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,true,29,3,true,4,0,17,49,49861,87,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,false
521,Christabel,De Banke,Filipino,Female,8/22/1995,2,1,1,5/1/2020,false,344343,4,4,8,"Unsp open wound of unsp thumb w/o damage to nail, subs",5,true,28,4,true,7,89,112,109,20695,91,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,true,17,2,false,7,116,65,88,18429,91,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,false
522,Janeczka,Altree,American Indian,Female,2/2/1974,3,3,3,8/4/2018,true,363238,1,4,2,"Albinism with hematologic abnormality, unspecified",2,true,29,4,true,2,15,105,15,31822,75,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,true,15,1,false,2,0,114,55,42847,86,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,false
523,Helene,Meffan,Eskimo,Female,7/31/1981,2,1,2,11/15/2018,false,157317,5,2,5,Other gastritis,2,false,28,4,true,2,70,90,47,6964,62,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,false,19,3,false,5,100,26,75,3369,78,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper,false
524,Ladonna,Gaydon,Native Hawaiian,Female,10/8/1959,2,1,1,2/18/2020,false,193696,1,3,4,Foodborne Bacillus cereus intoxication,3,false,19,3,false,6,46,105,108,52262,78,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,true,28,2,true,1,75,6,105,37926,47,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,false
525,Kaylee,Collidge,Cambodian,Female,11/15/1972,3,1,2,7/14/2020,false,200860,1,4,3,"Lead-induced gout, left shoulder",2,false,26,3,false,6,116,48,41,4301,82,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,false,27,3,false,7,38,36,45,67916,71,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,false
526,Townie,Sabine,Chilean,Male,4/4/1954,1,1,3,6/6/2019,true,305293,2,4,2,"Displ intertroch fx r femr, 7thR",3,false,4,1,false,4,53,118,109,72204,27,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,true,5,2,false,3,108,49,56,51954,5,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,true
527,Stewart,Lanahan,Japanese,Male,12/7/1982,1,2,1,7/1/2020,false,276796,1,4,2,"Puncture wound with foreign body of right hand, init encntr",5,true,1,2,true,7,61,58,34,25609,4,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,false,15,4,false,7,46,55,96,92039,64,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,false
528,Normie,Drewes,Central American,Male,11/21/1986,3,2,1,8/3/2019,true,391555,3,1,0,"Car driver injured in collision w pedal cycle nontraf, init",4,false,9,2,true,3,43,84,113,69027,58,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,false,30,1,false,6,56,56,22,28673,33,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,true
529,Patrizio,Lipscomb,Spaniard,Male,2/16/1962,2,3,3,12/29/2018,true,315489,1,4,5,"Lacerat unsp blood vess at ank/ft level, right leg, sequela",3,true,4,3,false,3,10,115,22,54295,94,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,false,19,2,true,5,47,56,5,12860,27,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,false
530,Kurtis,Bains,Latin American Indian,Male,2/23/1951,1,2,2,5/7/2020,true,132443,1,1,5,"Disp fx of body of hamate bone, left wrist, sequela",1,true,22,1,true,5,59,19,120,64725,11,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,false,23,4,true,3,70,59,115,4390,86,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,false
531,Giselle,Schrei,Asian,Female,8/20/1949,2,3,3,10/26/2019,true,494077,1,3,1,"Oth injury of unspecified tibial artery, left leg, sequela",1,true,30,3,true,3,51,57,73,50804,9,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,false,10,4,true,3,67,71,32,63420,63,proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,true
532,Lynnell,Gehringer,Paiute,Female,2/3/1979,1,3,3,11/12/2018,true,206627,1,4,4,Unsp place in hospital as place,3,true,11,3,false,2,80,87,41,88017,66,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,false,27,3,false,3,48,70,8,82416,2,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,true
533,Reed,Mitchinson,Crow,Male,5/4/1999,1,3,3,11/14/2018,false,463410,5,3,0,"Osteophyte, right foot",4,true,6,4,true,7,6,42,81,63826,42,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,false,12,3,true,7,52,108,49,49841,54,non mi integer ac neque duis bibendum morbi non quam nec,false
534,Eduard,Bolan,Chickasaw,Male,8/22/1955,3,2,2,2/18/2020,true,151025,1,1,4,"Toxic effect of unsp alcohol, intentional self-harm, sequela",5,true,28,1,false,7,104,118,17,44824,60,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in,false,7,1,true,8,94,101,63,49118,22,sed accumsan felis ut at dolor quis odio consequat varius integer,true
535,Jena,Rowberry,Native Hawaiian,Female,9/14/1970,1,1,3,1/20/2019,true,242149,4,4,3,"Sltr-haris Type I physl fx low end humer, l arm, 7thK",4,true,19,3,false,3,86,53,13,40147,29,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,false,15,2,false,5,107,83,119,7801,13,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,false
536,Allister,Steadman,Osage,Male,2/12/1957,3,3,1,10/9/2018,true,405737,2,1,9,"Open bite, left elbow, subsequent encounter",4,false,8,3,false,6,49,47,3,73448,42,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,true,15,4,true,7,27,114,107,33262,34,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,true
537,Phillip,Mewburn,Malaysian,Male,7/25/1973,2,2,3,11/6/2019,true,80449,2,2,5,"Mech compl of nephrostomy catheter, initial encounter",5,false,15,2,false,8,89,71,19,34974,78,id sapien in sapien iaculis congue vivamus metus arcu adipiscing,false,5,2,true,1,67,15,116,43590,53,primis in faucibus orci luctus et ultrices posuere cubilia curae,true
538,Tally,McCrohon,Blackfeet,Female,11/15/1952,1,1,3,2/24/2020,false,345215,2,2,6,Nondisplaced oblique fracture of shaft of right ulna,4,true,11,2,true,2,15,4,23,91477,76,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,false,4,1,false,7,120,13,84,6968,99,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,true
539,Felicdad,Saggers,Kiowa,Female,12/15/1947,1,3,1,1/16/2020,true,130988,2,4,3,"Lac w fb of abd wall, right upper q w penet perit cav, init",3,false,5,2,true,5,96,99,11,81173,78,quisque ut erat curabitur gravida nisi at nibh in hac habitasse,false,24,1,true,5,28,38,104,43278,84,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,true
540,Tybalt,Lawler,Honduran,Male,6/21/1992,3,1,3,1/5/2019,true,62900,1,4,1,"Lgl intervnt w inj by rifl pelet, law enforc offl inj, init",1,true,30,1,false,2,54,23,115,33474,21,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend,true,4,4,false,1,51,92,96,99898,39,sapien non mi integer ac neque duis bibendum morbi non quam nec dui,true
541,Lidia,Binny,Filipino,Female,11/2/1978,3,3,2,12/4/2019,true,360325,3,4,1,"Path fracture in oth disease, r ulna, subs for fx w nonunion",5,false,15,4,true,1,92,50,118,28091,31,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,false,29,3,true,2,72,38,23,49493,28,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,false
542,Shepperd,Gasperi,Cree,Male,9/23/1942,3,3,3,7/11/2020,true,264371,2,1,3,"Unsp injury of blood vessel of right thumb, init encntr",1,true,31,3,true,4,98,73,87,5077,94,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,true,31,3,false,1,65,79,79,40305,56,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,false
543,Tobe,Staning,Cuban,Female,8/28/1974,1,1,2,3/2/2019,false,185735,2,2,5,"Unspecified superficial injury of right hip, init encntr",3,false,4,1,true,6,8,30,46,56140,2,cras in purus eu magna vulputate luctus cum sociis natoque penatibus,false,29,3,false,6,43,15,76,83673,28,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,false
544,Kenn,Rubenchik,Tlingit-Haida,Male,7/25/1942,1,1,1,2/21/2020,false,402600,5,3,4,Conn tiss and disc stenos of intvrt foramin of pelvic region,1,false,1,4,true,1,109,90,112,94103,22,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,false,14,2,true,5,13,90,40,92791,62,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,true
545,Yuri,Hentze,Chinese,Male,10/8/1941,3,2,2,10/4/2018,true,439912,3,2,4,"Lacerat unsp musc/tend at lower leg level, right leg, subs",5,false,29,4,false,6,46,95,78,82678,92,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,true,8,3,true,6,25,62,9,8432,8,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh,true
546,Gaspard,Jorioz,Guatemalan,Male,1/3/1950,3,1,2,11/26/2018,false,367362,3,3,4,"Inj great saphenous at lower leg level, unsp leg, init",4,false,24,2,true,2,76,19,96,42683,74,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,true,6,4,false,2,96,1,17,42100,86,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,false
547,Carlen,Adamou,Chippewa,Female,8/27/1987,3,3,1,4/23/2020,false,268199,4,4,1,Other complications of gastric band procedure,4,true,14,1,true,5,73,87,110,99049,10,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,false,7,4,true,6,31,50,48,12467,33,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,false
548,Bernadine,Reinbach,Vietnamese,Female,9/8/1941,3,1,2,3/4/2020,false,468769,3,2,2,"Burn of 2nd deg mul sites of left lower limb, except ank/ft",5,false,22,1,false,2,99,90,51,58317,55,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,true,23,3,false,6,76,55,54,59442,10,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,false
549,Conni,Galego,Uruguayan,Female,2/16/1974,2,3,3,7/3/2020,true,470461,5,2,9,"Athscl native arteries of extremities w gangrene, left leg",3,false,8,2,true,8,105,94,75,70951,24,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,false,12,4,false,1,58,25,82,4863,80,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,false
550,Doyle,Onn,Nicaraguan,Male,2/19/1956,3,2,3,11/14/2018,true,413106,5,2,10,Drug/chem diabetes w proliferative diabetic retinopathy,5,false,27,4,true,3,39,100,23,18180,98,nulla elit ac nulla sed vel enim sit amet nunc,true,13,4,false,2,59,104,111,4921,82,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,true
551,Ada,Spehr,Thai,Female,1/12/1953,3,3,3,12/24/2019,true,147204,1,1,10,"Maternal care for incarceration of gravid uterus, second tri",5,true,11,4,false,7,0,94,18,42030,14,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,false,21,2,true,8,20,111,19,70761,72,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,false
552,Lind,Lambirth,Polynesian,Female,3/7/1966,3,2,1,1/25/2019,true,99703,1,2,10,Displaced fracture of distal phalanx of left middle finger,1,false,25,3,true,3,116,31,68,42942,32,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,true,26,4,true,1,3,5,6,62170,26,nulla sed accumsan felis ut at dolor quis odio consequat varius,true
553,Elinor,Baxster,Aleut,Female,5/18/1971,2,3,3,8/2/2019,true,445079,1,4,10,"Complete traumatic amputation at right hip joint, init",4,false,8,4,false,1,118,115,68,93032,75,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,true,26,2,false,6,45,30,35,82796,78,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,true
554,Gwen,Rikel,Japanese,Female,3/31/1995,2,1,3,2/24/2020,false,86396,3,1,6,"Inj msl/tnd lng extn msl toe at ank/ft level, l foot, subs",4,false,30,3,false,6,94,11,3,74143,40,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,true,6,1,true,8,26,100,103,20133,50,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,false
555,Garreth,Pyott,Asian Indian,Male,1/24/1960,2,3,3,4/6/2019,false,493799,3,1,2,"Oth incmpl lesion at unsp level of thor spinal cord, init",5,true,11,1,true,6,108,59,114,38886,2,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,false,21,3,true,2,47,75,107,68476,7,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,true
556,Zackariah,Backson,Vietnamese,Male,10/24/1961,1,3,3,4/15/2020,false,108412,5,4,10,"Strain msl/fasc/tnd post grp at thi lev, right thigh, init",2,false,31,3,true,7,38,14,89,59224,64,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,false,22,2,true,2,103,26,80,59426,32,lacus at velit vivamus vel nulla eget eros elementum pellentesque,false
557,Gayle,Robardey,Eskimo,Male,1/17/1999,1,3,3,7/4/2020,true,288457,3,4,1,"Injury of digital nerve of right middle finger, sequela",4,false,9,1,false,4,19,29,9,70691,32,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,false,18,2,true,5,15,91,73,12193,13,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,true
558,Ab,Neaves,Peruvian,Male,2/3/1996,3,1,3,1/2/2020,true,276725,1,2,0,"Disp fx of unsp radial styloid pro, 7thF",3,true,4,3,false,6,34,28,25,30762,58,ac consequat metus sapien ut nunc vestibulum ante ipsum primis,false,7,1,true,3,71,118,101,74375,89,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,true
559,Robby,Beardsdale,Indonesian,Male,3/8/1994,1,2,1,7/21/2018,true,315720,2,3,4,"Burn of first degree of upper back, initial encounter",1,true,17,4,false,3,21,84,4,43756,20,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,false,7,2,true,7,80,119,113,77540,64,mauris sit amet eros suspendisse accumsan tortor quis turpis sed,false
560,Leroy,Habberjam,Panamanian,Male,10/4/1958,1,1,2,12/13/2018,false,47919,1,2,1,"Oth fracture of sacrum, subs for fx w delay heal",5,false,12,1,false,2,8,33,0,69013,64,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,false,1,4,true,2,99,81,62,79434,94,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,true
561,Maible,Gornall,Ecuadorian,Female,8/30/1945,2,3,1,4/16/2019,false,154442,2,4,3,"Poisoning by antidiarrheal drugs, accidental, subs",5,true,22,3,true,1,27,89,7,56361,1,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,false,27,2,false,7,54,42,59,84962,48,leo odio porttitor id consequat in consequat ut nulla sed,false
562,Gasper,Madrell,Chickasaw,Male,6/13/1974,2,1,3,4/20/2018,false,458560,1,2,4,"Nondisp fx of prox 3rd of navic bone of r wrs, 7thB",1,false,31,2,false,1,93,110,16,48870,20,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,false,26,4,true,1,42,21,36,13703,63,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,false
563,Pennie,MacKimmie,Colombian,Female,2/16/1944,3,3,1,6/27/2020,false,433010,5,2,6,"Displ subtrochnt fx unsp femr, 7thH",2,false,29,4,true,6,66,19,93,30108,63,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,false,26,1,true,2,41,62,78,62640,11,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,false
